ad_title,organic_video_url,ad_url,ad_unlisted,upload_date,ad_genre,views_count,duration_time,ad_likes,ad_dislikes,ad_cta_link,ad_description,ad_links,count,channel_name,ad_channel_link,ad_channel_subscriber,channel_created_date,total_videos
In The Fridge | Keith,https://www.youtube.com/watch?v=tRnYG2IE50s,https://www.youtube.com/watch?v=SlDU3f7yZJU,Yes,"Jun 1, 2020",People & Blogs,14100706,1:29,0,0,https://healthandwellnesstools.com/products/121/sp-heal-n-soothe-5-worst-foods?utm_type=paid&utm_source=Youtube&utm_campaign=YOUTUBE-DR-HNS-5WFA-HWT-F121-SP&utm_content=null&utm_medium=null&utm_term=null&gclid=EAIaIQobChMI2rLphe_v6wIVQdUoBR1JdAi_EAEYASAAEgKbN_D_BwE,"Five foods you should never eat if you have arthritis: 

https://healthandwellnesstools.com/pr...

Hi, from Health And Wellness Tools. In today's episode, I want to share some tips that people with arthritis can use to improve their health.

If you liked today's video, check out the full presentation the doctors from our Institute put together about how people with arthritis should eat:

--

Selected citations for sources for information in this video. See our website for a complete list of research sources used to create our videos and products, along with abstracts of the studies.

--

Barzilay JI, Abraham L, Heckbert SR, Cushman M, Kuller LH, Resnick HE, Tracy RP. The relation of markers of inflammation to the development of glucose disorders in the elderly: the Cardiovascular Health Study. Diabetes. 2001 Oct;50(10):2384-9.

Taussig SJ, Batkin S. Bromelain, the enzyme complex of pineapple (Ananas comosus) and its clinical application. An update. J Ethnopharmacol. 1988 Feb-Mar;22(2):191-203.

Emeruwa AC. Antibacterial substance from Carica papaya fruit extract. J Nat Prod. 1982 Mar-Apr;45(2):123-7.

Pearson TA, Mensah GA, Alexander RW, Anderson JL, Cannon RO 3rd, Criqui M, Fadl YY, Fortmann SP, Hong Y, Myers GL, Rifai N, Smith SC Jr, Taubert K, Tracy RP, Vinicor F; Centers for Disease Control and Prevention; American Heart Association. A statement for healthcare professionals from the Centers for Disease Control and Prevention and the American Heart Association. Circulation. 2003 Jan 28;107(3):499-511.

Festa A, D'Agostino R Jr, Howard G, Mykknen L, Tracy RP, Haffner SM. Chronic subclinical inflammation as part of the insulin resistance syndrome: the Insulin Resistance Atherosclerosis Study (IRAS). Circulation. 2000 Jul 4;102(1):42-7.

Walker JA, Cerny FJ, Cotter JR, Burton HW. Attenuation of contraction-induced skeletal muscle injury by bromelain. Med Sci Sports Exerc. 1992 Jan;24(1):20-5.

Walker AF, Bundy R, Hicks SM, Middleton RW. Bromelain reduces mild acute knee pain and improves well-being in a dose-dependent fashion in an open study of otherwise healthy adults. Phytomedicine. 2002 Dec;9(8):681-6.

Ley CM, Tsiami A, Ni Q, Robinson N. A review of the use of bromelain in cardiovascular diseases. Zhong Xi Yi Jie He Xue Bao. 2011 Jul;9(7):702-10.

Loskutoff DJ, Quigley JP. PAI-1, fibrosis, and the elusive provisional fibrin matrix. J Clin Invest. 2000 Dec;106(12):1441-3.

Braga PC, Moretti M, Piacenza A, Montoli CC, Guffanti EE. Effects of seaprose on the rheology of bronchial mucus in patients with chronic bronchitis. A double-blind study vs placebo. Int J Clin Pharmacol Res. 1993;13(3):179-85.

--

On our website, you can also learn more about our scientific advisory board and view a full list of citations for the research used to create this video. Check out our website here:

https://healthandwellnesstools.com/pr...","https://healthandwellnesstools.com/pr... ,https://healthandwellnesstools.com/pr...",3,HealthAndWellnessTools,https://www.youtube.com/channel/UCXJZtrwVflPk9E422SQh8SQ,494 ,"Sep 12, 2019",0
0920 - D2D - Emergency TM - Seat Chart V1 (Abrams + Pete),https://www.youtube.com/watch?v=1YnlQ0501h8,https://www.youtube.com/watch?v=6VtWgAnKWJc,Yes,"Sep 10, 2020",News & Politics,45318,0:36,0,1 ,https://secure.actblue.com/donate/dscc-ads-tm-yt?recurring=1&refcode=SEM_S_Y_202007_ads_alw_yt_broad_d2d&gclid=EAIaIQobChMI0JbPn-_v6wIVpuUoBR0fAwsaEAEYASAAEgKVovD_BwE,,,1,DSCC,https://www.youtube.com/channel/UC2S_jQIl_grdQj-JXg-RKgg,849 ,"Jun 2, 2009",105
Discover iconic fine timepieces at the Watches of Switzerland Group,https://www.youtube.com/watch?v=uaaBlDAUF9k,https://www.youtube.com/watch?v=d8YEtRvQo4U,Yes,"Aug 21, 2020",People & Blogs,2991,0:15,0,0,https://www.mayors.com/c/Watches?gclid=EAIaIQobChMI2JGerO_v6wIVONUoBR3iiQfwEAEYASAAEgIPAfD_BwE,"Discover an extensive range of iconic fine timepieces at Watches of Switzerland and Mayors, all part of The Watches of Switzerland Group the destination for luxury watches",,1,Mayors Jewelers,https://www.youtube.com/channel/UC23WHUS_gxhsM6eNfuKkkbQ,0,"Aug 17, 2020",0
How To Fix Your Crooked Posture,https://www.youtube.com/watch?v=ffPTWbTvRKU,https://www.youtube.com/watch?v=60GBWiLSIdM,Yes,"Apr 20, 2020",People & Blogs,2417183,0:51,0,0,https://shoptruefit.com/lifestyle/posture.php?affId=4E26D5BD&c1=us&c2=video&gclid=EAIaIQobChMIrq2ky-_v6wIVBuUoBR2pLgHhEAEYASAAEgIkJPD_BwE,"How To Fix Your Crooked Posture With This New Device:
https://shoptruefit.com/lifestyle/pos...",https://shoptruefit.com/lifestyle/pos...,2,TrueFit Posture Corrector,https://www.youtube.com/channel/UCsoojZtHBYiWpkI6DRjYt2g,0,"Apr 20, 2020",0
0720 - D2D - Combo V4,https://www.youtube.com/watch?v=9cVLnls_XtU,https://www.youtube.com/watch?v=IFfL8BDMxss,Yes,"Jul 30, 2020",News & Politics,8888819,0:51,0,0,https://secure.actblue.com/donate/dscc-ads-tm-yt?recurring=1&refcode=SEM_S_Y_202007_ads_alw_yt_broad_d2d&gclid=EAIaIQobChMIzdrK6e_v6wIV2e0oBR2VjwtkEAEYASAAEgL2JvD_BwE,,,1,DSCC,https://www.youtube.com/channel/UC2S_jQIl_grdQj-JXg-RKgg,849 ,"Jun 2, 2009",105
Social Elec Year,https://www.youtube.com/watch?v=55xXqIWhIGE,https://www.youtube.com/watch?v=VWqi2W4IBIQ,Yes,"May 27, 2020",People & Blogs,627506,1:45,0,0,https://signup.ocwebinars.com/X300W5KK?gclid=EAIaIQobChMI7tqB9u_v6wIV57-QBB22wQGyEAEYASAAEgL2yvD_BwE,,,1,OF Group,https://www.youtube.com/channel/UCjBcs-pgiCsQHD7Z4ev7tZQ,0,"Feb 26, 2020",0
0820 - Vote-by-Mail 1QS - V1,https://www.youtube.com/watch?v=Z2oM2eGD9ik,https://www.youtube.com/watch?v=vwBgLSJGRDc,Yes,"Aug 20, 2020",News & Politics,1281062,0:31,0,2 ,https://action.dscc.org/page/s/dscc-votebymail-yt?source=SEM_S_Y_202008_ads_alw_yt_broad_votebymail&subsource=ads&gclid=EAIaIQobChMIy7LBlPDv6wIVOeooBR3IRgQtEAEYASAAEgIPRvD_BwE,,,1,DSCC,https://www.youtube.com/channel/UC2S_jQIl_grdQj-JXg-RKgg,849 ,"Jun 2, 2009",105
Total Restore - Gundry MD,https://www.youtube.com/watch?v=bpXoGzj9Cnw,https://www.youtube.com/watch?v=ozK8EZbS6dA,Yes,"May 9, 2020",People & Blogs,56888382,0:15,6 ,11 ,https://thegutrenewal.com/secureOrder191015A.php?gclid=EAIaIQobChMInPCjofDv6wIVNOgoBR278wTfEAEYASAAEgJk9vD_BwE,Order now: https://thegutrenewal.com/secureOrder...,https://thegutrenewal.com/secureOrder...,2,Gundry MD,https://www.youtube.com/channel/UCPP6qQOxjg4EjOIGoi3YDqw,8 ,"Nov 22, 2019",0
0920 - D2D - Emergency TM - Polling V2 (Abrams + Pete),https://www.youtube.com/watch?v=xmilmeVEekc,https://www.youtube.com/watch?v=SFhlzjhAwNg,Yes,"Sep 10, 2020",News & Politics,474846,0:36,0,1 ,https://secure.actblue.com/donate/dscc-ads-tm-yt?recurring=1&refcode=SEM_S_Y_202007_ads_alw_yt_broad_d2d&gclid=EAIaIQobChMIlLbmwvDv6wIVptYoBR2D3gzBEAEYASAAEgLbJfD_BwE,,,5,DSCC,https://www.youtube.com/channel/UC2S_jQIl_grdQj-JXg-RKgg,849 ,"Jun 2, 2009",105
Crazypatata 18-in-1 stainless steel snowflakes multi-tool,https://www.youtube.com/watch?v=7AmoJmmsAAg,https://www.youtube.com/watch?v=nF3SdtYm-Kg,No,"Premiered Aug 31, 2020",People & Blogs,3096,0:25,0,0,https://crazypatata.com/products/18-in-1-stainless-steel-snowflakes-multi-tool?variant=31523895181382&gclid=EAIaIQobChMItYHO7vDv6wIVlM0oBR3DIQSnEAEYASAAEgLBpfD_BwE,A creative gift that perfectly blends beauty and practicality. Its existence is enough to fit your toolbox,,1,yu qiu,https://www.youtube.com/channel/UCqDShnAeMaswJCo-AaK57BA,1 ,"May 14, 2019",16
Fourtune Builders Atlanta V01,https://www.youtube.com/watch?v=xUaFES6_iMk,https://www.youtube.com/watch?v=8SqaTt6XBdQ,Yes,"Sep 15, 2020",Education,37304,5:50,0,0,https://event.fortunebuilders.com/class-paul/?utm_term=Demo&utm_content=Demo&utm_source=YouTube&utm_medium=Info+Paul+V1&utm_campaign=YouTube&Contact0Area=Atlanta&Contact0State=GA&gclid=EAIaIQobChMIvPib-_Dv6wIV_uYoBR1a7gRhEAEYASAAEgJitPD_BwE,,,2,FortuneBuilders,https://www.youtube.com/channel/UCrvtCEG_NCcTJ3kMpYc-e6Q,17500,"Dec 28, 2007",131
Why Lucy?,https://www.youtube.com/watch?v=qfMi7LpCjCo,https://www.youtube.com/watch?v=qOL45E2jy5s,No,"Feb 26, 2020",Science & Technology,44814,1:04,4 ,0,https://www.lucy.ai/benefits?utm_term=&utm_campaign=&utm_source=adwords&utm_medium=ppc&hsa_acc=8270704772&hsa_net=adwords&hsa_cam=9597476386&hsa_ad=424625685821&hsa_kw=&hsa_grp=102888950790&hsa_mt=&hsa_ver=3&hsa_src=ytv&hsa_tgt=kwd-300115595886&gclid=EAIaIQobChMIkYKkqfHv6wIVkuIoBR0WCgomEAEYASAAEgIFNfD_BwE,"Enterprises today are so inundated with data that its a challenge to find what you need. With Lucy on the job, youll have the fastest path to answers hidden in your data.",,1,Lucy AI,https://www.youtube.com/channel/UCVYqKhkNZGqFS9bWwf8lfWg,77 ,"Apr 30, 2016",47
Target | Afford to Feel Confident,https://www.youtube.com/watch?v=jd3gbH3NNdQ,https://www.youtube.com/watch?v=jv8h9VWHsCw,No,"Sep 12, 2020",Howto & Style,183301,0:15,16 ,6 ,https://www.target.com/c/adaptive-halloween-costumes/-/N-66yhm?ref=tgt_adv_XC&afid=644119&cpng=24594163&fndsrc=%7BBCM_NonTGA%7D&Adgroup=137225964&dclid=CNjO9fDy7-sCFQKaWwodE0MKhA&Nao=0,"At Target, we believe playtime should be accessible to everyone. 
Find adaptive costumes at https://www.target.com/c/adaptive-hal...",https://www.target.com/c/adaptive-hal...,2,Target,https://www.youtube.com/channel/UCralvBh1hSGRf4SrjS-mY7Q,481000,"Jan 6, 2006",549
MW SEPT WK 3 15,https://www.youtube.com/watch?v=WoZo-RT4B6c,https://www.youtube.com/watch?v=d7oFCTxyh7w,Yes,"Sep 8, 2020",Howto & Style,515,0:15,0,0,https://www.menswearhouse.com/?utm_source=youtube&utm_medium=paid-olv&utm_content=null&utm_campaign=mw-q3-campaign-apex&utm_term=null&utm_product=mw-15-trueview&utm_promo=mw-p13-sept-promo&utm_audience=topics,,,1,Men's Wearhouse,https://www.youtube.com/channel/UC0YCzpx9r_NEfBwwFDHsmbA,3880,"Apr 24, 2007",121
US Paid Media | Bondi 7 Ride Attribute | 15 seconds | 16x9,https://www.youtube.com/watch?v=_S0OQ4B0LWU,https://www.youtube.com/watch?v=-u-O6sztiLk,Yes,"Aug 27, 2020",Sports,459767,0:15,0,0,https://www.hokaoneone.com/Bondi-7/?utm_source=youtube&utm_medium=adn_dis&utm_campaign=TimeToCh3&utm_content=bondi7&dclid=COfvx9H17-sCFc8JwQodwo0LbA,,,5,HOKA ONE ONE,https://www.youtube.com/channel/UCvhNvEVoiJznu7K9e95CoWA,17700,"Oct 28, 2010",265
Radisson Hotels Safety Protocol,https://www.youtube.com/watch?v=-PWEwRlyUE4,https://www.youtube.com/watch?v=RCNLrn9JHjE,Yes,"Jun 3, 2020",Travel & Events,502865,0:31,0,0,https://www.radissonhotels.com/en-us/?gclid=EAIaIQobChMIk823rPbv6wIVhegoBR1nMwOFEAEYASAAEgJWu_D_BwE,,,1,Radisson Hotels,https://www.youtube.com/channel/UCnvPn366Czy3zqKF5QH52AA,2560,"Jun 17, 2009",180
MW SEPT WK 3 06,https://www.youtube.com/watch?v=VFuI9y1Or2E,https://www.youtube.com/watch?v=15HA42CtYN4,Yes,"Sep 8, 2020",Howto & Style,51,0:06,0,0,https://www.menswearhouse.com/?utm_source=youtube&utm_medium=paid-olv&utm_content=null&utm_campaign=mw-q3-campaign-apex&utm_term=null&utm_product=mw-06-bumper&utm_promo=mw-p13-sept-promo&utm_audience=interests,,,2,Men's Wearhouse,https://www.youtube.com/channel/UC0YCzpx9r_NEfBwwFDHsmbA,3880,"Apr 24, 2007",121
Engineering at the Speed of Light,https://www.youtube.com/watch?v=sqIQYOQmxNI,https://www.youtube.com/watch?v=6xynbjFB440,No,"Sep 25, 2019",People & Blogs,31015,0:42,1 ,0,https://www.sensuron.com/?gclid=EAIaIQobChMIqI2Rgvfv6wIVweQoBR16ig_4EAEYASAAEgJ-qPD_BwE,"Improving the way everything is designed and monitored for a safer, more efficient world.",,1,Vanessa McMillan,https://www.youtube.com/channel/UC8zHqPm99eKApw4Q5Lqkpyw,2 ,"Apr 24, 2019",1
Totally Negligent | Joe Biden For President 2020,https://www.youtube.com/watch?v=ztWCInwr1Gs,https://www.youtube.com/watch?v=eRictod9e7w,Yes,"Sep 15, 2020",News & Politics,11696,1:00,0,0,https://joebiden.com/,"Join our campaign: http://www.joebiden.com

Follow Joe!
Joes Twitter: https://twitter.com/joebiden
Joes Facebook: https://www.facebook.com/joebiden
Joes Instagram: https://www.instagram.com/joebiden
#JoeBiden #Joe2020 #BidenForPresident

Former Vice President Joe Biden is running for president to restore the soul of the nation. He believes it's time to remember who we are. We're Americans: tough and resilient. We choose hope over fear. Science over fiction. Truth over lies. And unity over division. We are the United States of America. And together, there is not a single thing we can't do. Join Team Joe today: http://www.joebiden.com/join","http://www.joebiden.com ,https://twitter.com/joebiden ,https://www.facebook.com/joebiden ,https://www.instagram.com/joebiden ,#JoeBiden ,#Joe2020 ,#BidenForPresident ,http://www.joebiden.com/join",1,Joe Biden,https://www.youtube.com/channel/UCWNpXitY8eJ-ku6M-v25MKw,185000,"Apr 22, 2019",471
Bealls Outlet x Jatiece Miller,https://www.youtube.com/watch?v=DBCpvrBPtrw,https://www.youtube.com/watch?v=xKDFjitrDOI,Yes,"Sep 9, 2020",Howto & Style,14622,3:35,0,0,https://www.beallsoutlet.com/?gclid=EAIaIQobChMIqZriyvfv6wIVFuYoBR0UQgigEAEYASAAEgLT1fD_BwE,,,1,Bealls Outlet,https://www.youtube.com/channel/UCz00MDxqeIhJYvvUu9nWHOw,0,"Aug 4, 2014",5
Paid Media | Clifton 7 | 15 Second Video,https://www.youtube.com/watch?v=gYI_p7TdIZA,https://www.youtube.com/watch?v=9s_b_iwBF4M,Yes,"Jul 17, 2020",Sports,1044458,0:15,0,0,https://www.hokaoneone.com/time-to-fly/?utm_source=youtube&utm_medium=adn_dis&utm_campaign=TimeToCh3&utm_content=clifton7TV4A&dclid=CPT0zoD47-sCFTCCywEdnmoOoA,,,1,HOKA ONE ONE,https://www.youtube.com/channel/UCvhNvEVoiJznu7K9e95CoWA,17700,"Oct 28, 2010",265
FY20 Enterprise Google Video Smyrna Donate Now EL Long Form,https://www.youtube.com/watch?v=45AVSf0OfwU,https://www.youtube.com/watch?v=0WLfSH3EdV4,Yes,"Oct 28, 2019",Nonprofits & Activism,129359453,2:55,9 ,6 ,https://www.stjude.org/promotion/impact-giving-pm.html?sc_dcm=280719344&d_creative=123535351&sc_cid=bnn75937&gclid=EAIaIQobChMIrfXv9_nv6wIVFeIoBR3BNA9ZEAEYASAAEgJKBPD_BwE,,,1,St. Jude Children's Research Hospital,https://www.youtube.com/channel/UC2NI99YBLdVDNVK-iQmkUbA,67200,"Nov 12, 2007",382
jimellisvolvovcna_2021_Volvo_XC60_T5_FWD_Momentum_HD_30s_XC60_1600091282738,https://www.youtube.com/watch?v=GmcEmQ4OdIU,https://www.youtube.com/watch?v=mKeOEoYZPaE,Yes,"Sep 14, 2020",People & Blogs,961,0:30,0,0,https://www.volvocarsofmarietta.com/new-inventory/index.htm?search=&model=XC60&tcdcmpid=755073&tcdadid=464436299244&tcdkwid=&utm_campaign=T2+VCUSA+ATL+RMB+YouTube+%28XC60+Video%29+Launched+June+2020&utm_medium=Video&utm_source=Google+Adwords&utm_content=104069406396&ddcref=display&gclid=EAIaIQobChMIvOWNoPrv6wIVzuQoBR2f7AihEAEYASAAEgJgWPD_BwE,,,4,Video Offers,https://www.youtube.com/channel/UCrmC7oSNrrp0RJhWH4D8nuw,0,"Aug 28, 2019",43
Garmin Never Stop Cycling: The Road Cyclist,https://www.youtube.com/watch?v=DDvM8dmb80k,https://www.youtube.com/watch?v=7uqC-__mLl0,No,"Apr 15, 2020",Science & Technology,365952,0:30,24 ,0,https://explore.garmin.com/en-US/cycling/?gclid=EAIaIQobChMI6J6vxPrv6wIV79ooBR1fBwafEAEYASAAEgI4I_D_BwE,"If you wanted to take the easier road, you wouldnt be on this one. You will climb, grind and scratch your way to the very top if you have to. And heres the gear to get you there: https://explore.garmin.com/en-US/cycl....",https://explore.garmin.com/en-US/cycl...,1,Garmin,https://www.youtube.com/channel/UC6vopISsINRLQ8seRlI_LtA,188000,"Oct 3, 2006","1,717"
KAYAK,https://www.youtube.com/watch?v=D3-ST_aSTWw,https://www.youtube.com/watch?v=VCzNTmd684c,Yes,"Aug 4, 2020",Film & Animation,69705,1:17,0,0,https://30dayhalalagency.com/freewebinar1?gc_id=10041891519&gclid=EAIaIQobChMIgpDvm_vv6wIVOuYoBR3nGA6YEAEYASAAEgLU9vD_BwE,This video is about KAYAK,,1,Othman Tmoulik,https://www.youtube.com/channel/UCqTEgiyF3sasux1PgI43-OQ,1780,"Dec 5, 2009",2
Little Live Pets | Lil Dippers | TVC 15,https://www.youtube.com/watch?v=GXNXoeqv6IM,https://www.youtube.com/watch?v=OfSbPhKouDw,No,"Aug 2, 2020",Entertainment,15988006,0:15,142 ,12 ,https://www.walmart.com/ip/Little-Live-Pets-Lil-Dippers-Water-Activated-Unboxing-Seaqueen/343439440,"""Little Live Pets Lil' Dippers love to swim and show off their fins! These beautiful fish have the most magical unboxing experience! Dip their bag that they are packaged in into water. As the bag fills, the water activates these beautiful toy fish and they come to life and swim out showing off their elegant fins! Lil' Dippers have the most amazing life-like movement as they swim about swishing their colorful tail and fins! These fabulous fish are full of personality and sass. Each Lil' Dipper comes with a magical feeding bottle so you can interact with your fish. Watch as they swim towards it to feed. There are 3 different Lil' Dippers to collect, each one beautifully themed to show their personality! Dive into the Dippers world. Its where aquatic meets exotic!

https://www.moosetoys.com/brand/littl...
https://www.moosetoys.com/ 

 2019 Moose Toys

#LittleLivePets #LilDippers #Toys #MooseToys""","https://www.moosetoys.com/brand/littl... ,https://www.moosetoys.com/ ,#LittleLivePets ,#LilDippers ,#Toys ,#MooseToys",1,Little Live Pets,https://www.youtube.com/channel/UCCP5O6eT91JuJKncNSDLHJQ,61700,"May 7, 2014",166
Video 1 26 june 2020,https://www.youtube.com/watch?v=g3_jS50_41E,https://www.youtube.com/watch?v=o2xcCKdBpls,No,"Jun 30, 2020",People & Blogs,1305618,1:05,4 ,12 ,https://www.personalinjuryclaimtips.com/atl?gclid=EAIaIQobChMItsLp-Pvv6wIV0uYoBR35wA_jEAEYASAAEgJwMPD_BwE,,,3,Personal Injury Help,https://www.youtube.com/channel/UCFvu_0TQ1dp1-sD1WTe9rjQ,27 ,"Jul 4, 2010",27
jimellisvolvovcna_2020_Volvo_XC90_T6_AWD_Momentum_HD_30s_XC90_1600091282874,https://www.youtube.com/watch?v=O8W_yWZybAo,https://www.youtube.com/watch?v=3JnnfCFlx6Y,Yes,"Sep 14, 2020",People & Blogs,1157,0:30,0,0,https://www.volvocarsofmarietta.com/new-inventory/index.htm?search=&model=XC90&tcdcmpid=752735&tcdadid=464445030679&tcdkwid=&utm_campaign=T2+VCUSA+ATL+RMB+YouTube+%28XC90+Video%29+Launched+June+2020&utm_medium=Video&utm_source=Google+Adwords&utm_content=110253855304&ddcref=display&gclid=EAIaIQobChMIkonMivzv6wIVh-soBR3e2AnBEAEYASAAEgKoIvD_BwE,,,1,Video Offers,https://www.youtube.com/channel/UCrmC7oSNrrp0RJhWH4D8nuw,0,"Aug 28, 2019",43
Share Your Voice | Find the Words | Grammarly,https://www.youtube.com/watch?v=FOrk5o_2lZ4,https://www.youtube.com/watch?v=g_E2eIH4Evs,Yes,"Jul 31, 2020",Education,4970608,0:15,1 ,0,https://www.grammarly.com/?utm_source=youtube&utm_medium=cpc&utm_campaign=TOF&utm_content=shareyourvoice15&gclid=EAIaIQobChMIi8Sav_zv6wIV_s8oBR36nQNHEAEYASAAEgIHYPD_BwE,,,1,Grammarly,https://www.youtube.com/channel/UCfmqLyr1PI3_zbwppHNEzuQ,136000,"Jan 23, 2012",66
Thats how you Rolo.,https://www.youtube.com/watch?v=TNBHgAoy43M,https://www.youtube.com/watch?v=R69_ljav7rU,No,"Jul 8, 2019",Entertainment,46241,0:06,242 ,90 ,https://attach.mikmak.tv/169d5ab7/51911633-1427-fe3e-9691-e9222c22541a?channelType=social&trafficType=paid&attachCampaignName=rolo-pour&handle=rolo&platformType=youtube&adPlacementType=in-feed&adUnitType=video-ad&paidAudienceType=rolo-core&adUnitCreative=rolo-pour&attachCreativeName=rolo_appetiteappeal_pourshot_infeed&skuOrDescription=rolo-milk-chocolate-and-caramel-candy&campaignObjectiveType=awareness,Rich chocolate candy with a smooth caramel center. Check out more: https://www.hersheys.com/rolo/en_us/p...,https://www.hersheys.com/rolo/en_us/p...,1,HERSHEY'S,https://www.youtube.com/channel/UCMwUh33m0bYGxHa1aolqZ_w,100000,"Jan 2, 2006",114
AD Advertising FallWinter WmnsQuilted 15,https://www.youtube.com/watch?v=NoXU3t6Mj1A,https://www.youtube.com/watch?v=z2PC3eN1ejE,Yes,"Aug 28, 2020",Nonprofits & Activism,563571,0:16,0,0,https://www.llbean.com/llb/shop/886?page=womens-fleece-tops-and-sweatshirts&qs=3150678&dclid=&gclid=EAIaIQobChMIn4jkzv3v6wIVhu0oBR2FzwtGEAEYASAAEgLyovD_BwE,"ABOUT L.L.BEAN

Welcome to the outside! At L.L.Bean, we design products that make it easier for families of all kinds to spend time outside together. For more than 100 years, we've recognized the benefits of getting outdoors and sharing the fresh air  because the only thing better than being outside is being outside together. #BeanOutsider

CONNECT WITH US

 Shop L.L.Bean: https://www.llbean.com
 L.L.Bean Outside: https://www.llbean.com/llb/shop/517992 
 Facebook: https://www.facebook.com/llbean
 Instagram: https://www.instagram.com/llbean
 Twitter: https://www.twitter.com/llbean
 Pinterest: https://www.pinterest.com/llbean","#BeanOutsider ,https://www.llbean.com ,https://www.llbean.com/llb/shop/517992 ,https://www.facebook.com/llbean ,https://www.instagram.com/llbean ,https://www.twitter.com/llbean ,https://www.pinterest.com/llbean",1,L.L.Bean,https://www.youtube.com/channel/UC9kw8sVPtQROvR3QAxlZUHQ,8560,"Mar 22, 2006",125
EMEMFK ThreeKings2016 PK 20s Online WWen Clean,https://www.youtube.com/watch?v=cPW3aKrISAk,https://www.youtube.com/watch?v=bowRaAi3qno,Yes,"Feb 1, 2016",People & Blogs,808390,0:20,0,0,https://lp.empire.goodgamestudios.com/?country=us&pid=7013&gid=12&creative=432336498842&placement=youtube.com&keyword=&matchtype=&gci=11823&adgr=1&nomobileredirect=1&gclid=EAIaIQobChMIz5TmtP7v6wIVVOEoBR1caAjdEAEYASAAEgIRcvD_BwE,,,1,GGMKT,https://www.youtube.com/channel/UCUREvNJ4R6sW-rIi12_rp7w,0,"Sep 8, 2014",38
"Antebellum (2020 Movie) Official Clip Movie Event  Gen""  Janelle Mone",https://www.youtube.com/watch?v=ijPkHE79pmY,https://www.youtube.com/watch?v=Pk-bBvuOcQc,Yes,"Sep 3, 2020",Film & Animation,3203457,0:15,1 ,0,https://antebellum.movie/?utm_source=youtubeinstantreserve&utm_medium=paidmedia&utm_content=a2544movielovers-dmaheavyup&utm_campaign=antebellum&gclid=EAIaIQobChMItYzKyv7v6wIVN-EoBR366QzhEAEYASAAEgJyRPD_BwE,"Finally discover ANTEBELLUM, the ultimate movie event - At Home On Demand - September 18, 2020. Janelle Mone, Marque Richardson II, Eric Lange, Jack Huston, Kiersey Clemons, Tongayi Chirisa, Gabourey Sidibe, Rob Aramayo, Lily Cowles, and Jena Malone

Subscribe to the LIONSGATE YouTube Channel for the latest movie trailers, clips, and more: https://bit.ly/2Z6nfym
#Antebellum
https://www.antebellum.movie/
https://www.facebook.com/AntebellumFilm/
https://www.instagram.com/antebellumf...
https://twitter.com/antebellumfilm

Successful author Veronica Henley (Janelle Mone) finds herself trapped in a horrifying reality that forces her to confront the past, present and future  before its too late. 

Visionary filmmakers Gerard Bush + Christopher Renz (Bush + Renz)  best known for their pioneering advertising work engaged in the fight for social justice  write, produce and direct their first feature film, teaming with QC Entertainment, producer of the Academy Award winning films GET OUT and BLACKkKLANSMAN, Zev Foreman, Lezlie Wills, and Lionsgate for the terrifying new thriller ANTEBELLUM.","https://bit.ly/2Z6nfym ,#Antebellum ,https://www.antebellum.movie/ ,https://www.facebook.com/AntebellumFilm/ ,https://www.instagram.com/antebellumf ,https://twitter.com/antebellumfilm",1,Lionsgate Movies,https://www.youtube.com/channel/UCJ6nMHaJPZvsJ-HmUmj1SeA,1440000,"Sep 5, 2008","1,494"
